tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0012933,movie,The Better Man Wins,The Better Man Wins,0,1922,\N,64,"Action,Western",4.8,22
tt0012937,movie,Beyond the Rainbow,Beyond the Rainbow,0,1922,\N,65,Drama,6.3,20
tt0012940,movie,Big Stakes,Big Stakes,0,1922,\N,61,"Drama,Western",5.7,99
tt0012960,movie,The Bonded Woman,The Bonded Woman,0,1922,\N,60,"Adventure,Drama,Romance",2.7,24
tt0013024,movie,Conquering the Woman,Conquering the Woman,0,1922,\N,60,"Drama,Romance",5.5,24
tt0013075,movie,Dr. Jack,Dr. Jack,0,1922,\N,60,"Comedy,Romance",7.0,1729
tt0013093,movie,East Is West,East Is West,0,1922,\N,80,"Comedy,Romance",6.9,26
tt0013148,movie,Fortune's Mask,Fortune's Mask,0,1922,\N,50,"Drama,Romance",6.2,15
tt0013224,movie,The Heart Specialist,The Heart Specialist,0,1922,\N,50,Drama,6.9,16
tt0013292,movie,Kindled Courage,Kindled Courage,0,1923,\N,50,"Drama,Western",6.4,15
tt0013299,movie,Kjærlighet på pinde,Kjærlighet på pinde,0,1922,\N,48,"Comedy,Romance",4.8,12
tt0013332,movie,Lorna Doone,Lorna Doone,0,1922,\N,70,"Drama,Romance",6.6,338
tt0013367,movie,The Man from Beyond,The Man from Beyond,0,1922,\N,74,"Mystery,Sci-Fi",5.3,353
tt0013372,movie,Manslaughter,Manslaughter,0,1922,\N,100,Drama,6.3,529
tt0013434,movie,Night Life in Hollywood,Night Life in Hollywood,0,1922,\N,60,Comedy,4.3,18
tt0013436,movie,The Ninety and Nine,The Ninety and Nine,0,1922,\N,70,Drama,5.4,17
tt0013502,movie,Polly of the Follies,Polly of the Follies,0,1922,\N,70,"Comedy,Romance",6.6,19
tt0013513,movie,O Primo Basílio,O Primo Basílio,0,1923,\N,\N,Drama,6.1,11
tt0013538,movie,Reckless Youth,Reckless Youth,0,1922,\N,65,"Drama,Romance",6.0,36
tt0013540,movie,Red Hot Romance,Red Hot Romance,0,1922,\N,60,Comedy,4.3,38
tt0013661,movie,Tense Moments with Great Authors,Tense Moments with Great Authors,0,1922,\N,\N,\N,6.8,8
tt0013699,movie,Der Puppenmacher von Kiang-Ning,Der Puppenmacher von Kiang-Ning,0,1923,\N,\N,Drama,4.6,14
tt0013744,movie,West of Chicago,West of Chicago,0,1922,\N,50,"Drama,Western",7.0,16
tt0013792,movie,The Worldly Madonna,The Worldly Madonna,0,1922,\N,62,Drama,5.3,33
tt0013793,movie,Roman Candles,Roman Candles,0,1920,\N,\N,"Comedy,Drama,Romance",5.0,22
tt0013830,movie,This Ancient Law,Das alte Gesetz,0,1923,\N,128,Drama,7.3,317
tt0013841,movie,Ashes of Vengeance,Ashes of Vengeance,0,1923,\N,111,Drama,6.5,72
tt0013877,movie,Bluebeard's 8th Wife,Bluebeard's 8th Wife,0,1923,\N,60,"Comedy,Romance",6.7,36
tt0013891,movie,Bright Lights of Broadway,Bright Lights of Broadway,0,1923,\N,70,Drama,6.2,16
tt0013901,movie,Die Buddenbrooks,Die Buddenbrooks,0,1923,\N,84,Drama,6.3,26
tt0013909,movie,Cameo Kirby,Cameo Kirby,0,1923,\N,70,Drama,5.7,386
tt0013930,movie,A Clouded Name,A Clouded Name,0,1923,\N,52,Drama,5.5,61
tt0013984,movie,Desert Rider,Desert Rider,0,1923,\N,57,"Comedy,Romance,Western",5.3,38
tt0014023,movie,The Eternal City,The Eternal City,0,1923,\N,80,"Drama,War",6.3,38
tt0014024,movie,The Eternal Struggle,The Eternal Struggle,0,1923,\N,80,"Crime,Drama,Western",6.7,14
tt0014039,movie,The Fighting Blade,The Fighting Blade,0,1923,\N,90,"Action,Adventure,Drama",5.8,32
tt0014112,movie,Haldane of the Secret Service,Haldane of the Secret Service,0,1923,\N,84,"Adventure,Crime,Drama",5.2,173
tt0014137,movie,Hollywood,Hollywood,0,1923,\N,80,"Comedy,Drama",6.8,95
tt0014164,movie,Jazzmania,Jazzmania,0,1923,\N,80,Drama,7.4,15
tt0014171,movie,Der junge Medardus,Der junge Medardus,0,1923,\N,136,History,4.6,84
tt0014211,movie,Long Live the King,Long Live the King,0,1923,\N,104,Drama,7.9,26
tt0014217,movie,The Love Letter,The Love Letter,0,1923,\N,50,"Crime,Drama",7.0,23
tt0014229,movie,Lucretia Lombard,Lucretia Lombard,0,1923,\N,70,Drama,6.0,51
tt0014344,movie,Paddy the Next Best Thing,Paddy the Next Best Thing,0,1923,\N,70,"Comedy,Romance",5.6,11
tt0014353,movie,Penrod and Sam,Penrod and Sam,0,1923,\N,84,"Comedy,Drama",6.9,78
tt0014365,movie,Plunder,Plunder,0,1923,\N,\N,"Action,Drama",8.1,22
tt0014414,movie,The Romany,The Romany,0,1923,\N,\N,Adventure,5.6,9
tt0014415,movie,"Rosario, la cortijera","Rosario, la cortijera",0,1923,\N,70,Drama,4.9,8
tt0014423,movie,Ruggles of Red Gap,Ruggles of Red Gap,0,1923,\N,80,"Comedy,Western",5.8,39
tt0014489,movie,The Social Buccaneer,The Social Buccaneer,0,1923,\N,200,"Adventure,Crime,Romance",6.4,19
tt0014502,movie,The Spider and the Rose,The Spider and the Rose,0,1923,\N,70,"Adventure,Drama",5.8,17
tt0014503,movie,The Spoilers,The Spoilers,0,1923,\N,80,"Drama,Western",8.2,14
tt0014508,movie,The Steel Trail,The Steel Trail,0,1923,\N,\N,"Action,Adventure,Drama",5.6,28
tt0014524,movie,New Year's Eve,Sylvester,0,1924,\N,66,Drama,6.1,219
tt0014543,movie,The Thrill Chaser,The Thrill Chaser,0,1923,\N,60,"Action,Adventure,Comedy",5.5,26
tt0014600,movie,Where the North Begins,Where the North Begins,0,1923,\N,75,"Action,Adventure,Drama",6.7,146
tt0014617,movie,Wilhelm Tell,Wilhelm Tell,0,1923,\N,85,Drama,5.7,45
tt0014623,movie,The Woman of Bronze,The Woman of Bronze,0,1923,\N,60,"Drama,Romance",4.7,19
tt0014639,movie,"$50,000 Reward","$50,000 Reward",0,1924,\N,55,Western,5.5,80
tt0014707,movie,Behind Two Guns,Behind Two Guns,0,1924,\N,58,Western,5.6,31
tt0014774,movie,Circe the Enchantress,Circe the Enchantress,0,1924,\N,74,Drama,6.3,49
tt0014826,movie,Dante's Inferno,Dante's Inferno,0,1924,\N,60,"Drama,Horror,Romance",5.8,230
tt0014845,movie,A Desperate Adventure,A Desperate Adventure,0,1924,\N,50,Western,6.3,28
tt0014869,movie,The Enchanted Cottage,The Enchanted Cottage,0,1924,\N,70,Drama,6.9,762
tt0014881,movie,Feet of Clay,Feet of Clay,0,1924,\N,100,Drama,7.2,17
tt0014968,movie,Happiness,Happiness,0,1924,\N,76,Comedy,6.9,38
tt0014982,movie,Her Night of Romance,Her Night of Romance,0,1924,\N,95,"Comedy,Romance",6.8,312
tt0014984,movie,The Heritage of the Desert,The Heritage of the Desert,0,1924,\N,60,"Romance,Western",6.4,19
tt0015071,movie,Lilies of the Field,Lilies of the Field,0,1924,\N,90,Drama,7.0,87
tt0015104,movie,Mademoiselle Midnight,Mademoiselle Midnight,0,1924,\N,67,"Comedy,Drama",6.2,60
tt0015117,movie,Manhattan,Manhattan,0,1924,\N,70,"Adventure,Comedy,Romance",7.1,44
tt0015138,movie,Milionar pentru o zi,Milionar pentru o zi,0,1924,\N,\N,\N,8.0,8
tt0015140,movie,The Mine with the Iron Door,The Mine with the Iron Door,0,1924,\N,80,Western,6.6,16
tt0015202,movie,The Hands of Orlac,Orlacs Hände,0,1924,\N,92,"Crime,Horror,Mystery",7.0,3652
tt0015222,movie,Die Perücke,Die Perücke,0,1925,\N,\N,\N,6.5,9
tt0015263,movie,The Reckless Age,The Reckless Age,0,1924,\N,70,"Comedy,Drama,Romance",6.2,71
tt0015324,movie,Sherlock Jr.,Sherlock Jr.,0,1924,\N,45,"Action,Comedy,Romance",8.2,61203
tt0015338,movie,The Sixth Commandment,The Sixth Commandment,0,1924,\N,60,Drama,6.4,16
tt0015344,movie,Smoking Trails,Smoking Trails,0,1924,\N,63,Western,4.6,12
tt0015375,movie,Studenterna på Tröstehult,Studenterna på Tröstehult,0,1924,\N,96,\N,4.9,19
tt0015391,movie,Ten Scars Make a Man,Ten Scars Make a Man,0,1924,\N,200,"Action,Adventure",3.0,24
tt0015400,movie,The Thief of Bagdad,The Thief of Bagdad,0,1924,\N,155,"Adventure,Family,Fantasy",7.7,7315
tt0015410,movie,Through the Dark,Through the Dark,0,1924,\N,80,"Crime,Drama",6.8,13
tt0015443,movie,Twenty Dollars a Week,Twenty Dollars a Week,0,1924,\N,70,"Comedy,Drama",6.2,29
tt0015445,movie,The Young Nobleman,Unga greven tar flickan och priset,0,1924,\N,105,"Adventure,Comedy",2.6,15
tt0015451,movie,The Unwanted,The Unwanted,0,1924,\N,97,Drama,7.3,22
tt0015453,movie,The Vagabond Trail,The Vagabond Trail,0,1924,\N,50,Western,4.6,28
tt0015493,movie,White Shadows,The White Shadow,0,1924,\N,82,Drama,6.0,272
tt0015498,movie,Wild Oranges,Wild Oranges,0,1924,\N,88,"Drama,Romance",6.7,578
tt0015532,movie,The Adventures of Prince Achmed,Die Abenteuer des Prinzen Achmed,0,1926,\N,80,"Adventure,Animation,Drama",7.8,7256
tt0015600,movie,"Baree, Son of Kazan","Baree, Son of Kazan",0,1925,\N,70,"Adventure,Drama",6.3,15
tt0015616,movie,Below the Line,Below the Line,0,1925,\N,70,"Action,Drama,Family",6.5,28
tt0015720,movie,Cyclone Cavalier,Cyclone Cavalier,0,1925,\N,50,Comedy,4.6,22
tt0015739,movie,Daughters Who Pay,Daughters Who Pay,0,1925,\N,60,Drama,6.8,36
tt0015746,movie,The Desert's Price,The Desert's Price,0,1925,\N,60,Western,4.7,22
tt0015756,movie,Dollar Down,Dollar Down,0,1925,\N,60,\N,6.0,18
tt0015766,movie,The Drug Store Cowboy,The Drug Store Cowboy,0,1925,\N,50,"Action,Comedy,Romance",6.3,48
tt0015794,movie,The Phantom of the Moulin-Rouge,Le fantôme du Moulin-Rouge,0,1925,\N,90,"Drama,Fantasy",6.4,239
tt0015801,movie,The Late Mathias Pascal,Feu Mathias Pascal,0,1925,\N,170,"Comedy,Drama,Romance",7.0,462
tt0015813,movie,The Fighting Sheriff,The Fighting Sheriff,0,1925,\N,55,Western,5.9,23
tt0015816,movie,Fighting the Flames,Fighting the Flames,0,1925,\N,55,"Action,Adventure,Drama",6.6,20
tt0015840,movie,Free to Love,Free to Love,0,1925,\N,60,Drama,6.1,116
tt0015900,movie,Head Winds,Head Winds,0,1925,\N,52,Drama,5.7,39
tt0015902,movie,The Heart of a Siren,The Heart of a Siren,0,1925,\N,70,Drama,5.9,21
tt0015917,movie,His Master's Voice,His Master's Voice,0,1925,\N,60,"Action,Drama,War",6.3,18
tt0015918,movie,His People,His People,0,1925,\N,93,"Drama,Romance",7.6,49
tt0015924,movie,The Home Maker,The Home Maker,0,1925,\N,80,Drama,6.6,26
tt0015937,movie,I'll Show You the Town,I'll Show You the Town,0,1925,\N,80,Comedy,7.9,22
tt0015947,movie,Ingmarsarvet,Ingmarsarvet,0,1925,\N,92,Drama,6.7,70
tt0015951,movie,Irish Luck,Irish Luck,0,1925,\N,70,"Adventure,Comedy,Drama",2.0,43
tt0016011,movie,The Lawful Cheater,The Lawful Cheater,0,1925,\N,50,Drama,7.0,16
tt0016022,movie,Lightnin',Lightnin',0,1925,\N,104,"Comedy,Drama,Romance",5.9,174
tt0016029,movie,The Little Colonel,The Little Colonel,0,1935,\N,81,"Comedy,Family,Musical",7.0,1967
tt0016038,movie,Lorraine of the Lions,Lorraine of the Lions,0,1925,\N,70,"Adventure,Drama",6.3,55
tt0016061,movie,The Mad Dancer,The Mad Dancer,0,1925,\N,\N,Drama,5.6,16
tt0016094,movie,Marriage in Transit,Marriage in Transit,0,1925,\N,50,"Action,Adventure,Comedy",6.1,40
tt0016106,movie,The Midnight Flyer,The Midnight Flyer,0,1925,\N,70,"Drama,Romance",6.7,64
tt0016156,movie,The Night Club,The Night Club,0,1925,\N,60,Comedy,7.0,53
tt0016231,movie,Pohjalaisia,Pohjalaisia,0,1925,\N,118,"Drama,History",6.0,34
tt0016245,movie,The Primrose Path,The Primrose Path,0,1925,\N,60,Drama,5.0,96
tt0016260,movie,Ranchers and Rascals,Ranchers and Rascals,0,1925,\N,52,"Comedy,Western",7.8,12
tt0016284,movie,The Return of Peter Grimm,The Return of Peter Grimm,0,1926,\N,70,Fantasy,6.1,29
tt0016308,movie,Sally of the Sawdust,Sally of the Sawdust,0,1925,\N,104,Comedy,6.6,611
tt0016310,movie,The Salvation Hunters,The Salvation Hunters,0,1925,\N,70,Drama,6.5,458
tt0016324,movie,The Scrappin' Kid,The Scrappin' Kid,0,1926,\N,56,"Action,Adventure,Romance",4.4,25
tt0016351,movie,Silent Sheldon,Silent Sheldon,0,1925,\N,50,Western,6.2,26
tt0016361,movie,Smouldering Fires,Smouldering Fires,0,1925,\N,80,"Drama,Romance",6.9,131
tt0016368,movie,Soft Shoes,Soft Shoes,0,1925,\N,60,Western,6.5,34
tt0016382,movie,Speed Madness,Speed Madness,0,1925,\N,57,"Action,Adventure,Drama",7.2,23
tt0016395,movie,Stella Dallas,Stella Dallas,0,1925,\N,110,Drama,7.3,440
tt0016406,movie,Sun-Up,Sun-Up,0,1925,\N,60,Drama,6.8,15
tt0016417,movie,Thank You,Thank You,0,1925,\N,70,"Comedy,Drama,Romance",4.5,57
tt0016449,movie,The Trail Rider,The Trail Rider,0,1925,\N,50,Western,5.2,23
tt0016462,movie,Två konungar,Två konungar,0,1925,\N,108,Drama,6.2,12
tt0016569,movie,Adventures of a Ten Mark Note,Die Abenteuer eines Zehnmarkscheines,0,1926,\N,60,Drama,5.8,14
tt0016575,movie,Across the Pacific,Across the Pacific,0,1926,\N,78,"Adventure,Romance,War",6.3,41
tt0016598,movie,Aloma of the South Seas,Aloma of the South Seas,0,1926,\N,90,"Comedy,Drama,Romance",5.9,31
tt0016627,movie,Bardelys the Magnificent,Bardelys the Magnificent,0,1926,\N,90,"Drama,Romance",7.1,1361
tt0016628,movie,The Barrier,The Barrier,0,1926,\N,70,Adventure,7.3,27
tt0016643,movie,The Better 'Ole,The Better 'Ole,0,1926,\N,95,"Comedy,Drama,War",6.2,312
tt0016654,movie,The Black Pirate,The Black Pirate,0,1926,\N,88,"Action,Adventure",7.0,2248
tt0016675,movie,Born to Battle,Born to Battle,0,1926,\N,50,Western,6.3,26
tt0016676,movie,Born to the West,Born to the West,0,1926,\N,66,Western,5.0,30
tt0016679,movie,Breed of the Sea,Breed of the Sea,0,1926,\N,73,"Action,Adventure,Drama",5.6,23
tt0016692,movie,Two Brothers,Die Brüder Schellenberg,0,1926,\N,\N,Drama,6.3,35
tt0016709,movie,Carmen,Carmen,0,1926,\N,110,Drama,6.7,111
tt0016732,movie,The Cohens and Kellys,The Cohens and Kellys,0,1926,\N,80,Comedy,6.7,18
tt0016755,movie,El cura de aldea,El cura de aldea,0,1927,\N,60,Drama,5.6,7
tt0016782,movie,The Devil Horse,The Devil Horse,0,1926,\N,68,"Drama,Western",5.8,69
tt0016814,movie,Dürfen wir schweigen?,Dürfen wir schweigen?,0,1926,\N,89,Drama,7.0,13
tt0016832,movie,Exit Smiling,Exit Smiling,0,1926,\N,77,"Comedy,Romance",7.1,556
tt0016833,movie,Exquisite Sinner,Exquisite Sinner,0,1926,\N,60,"Drama,Romance",5.9,28
tt0016874,movie,The Fire Brigade,The Fire Brigade,0,1926,\N,90,Drama,7.5,73
tt0016891,movie,The Flying Horseman,The Flying Horseman,0,1926,\N,50,Western,6.2,20
tt0016902,movie,Forlorn River,Forlorn River,0,1926,\N,65,"Drama,Western",6.2,33
tt0016964,movie,The Hidden Way,The Hidden Way,0,1926,\N,70,"Crime,Drama",6.2,27
tt0017010,movie,The Johnstown Flood,The Johnstown Flood,0,1926,\N,66,Drama,6.8,353
tt0017022,movie,Kaminingyô no haru no sasayaki,Kaminingyô no haru no sasayaki,0,1926,\N,100,\N,6.3,15
tt0017079,movie,Looking for Trouble,Looking for Trouble,0,1926,\N,49,"Action,Adventure,Romance",6.2,27
tt0017085,movie,The Love Toy,The Love Toy,0,1926,\N,60,Comedy,5.4,21
tt0017103,movie,The Magician,The Magician,0,1926,\N,83,"Drama,Fantasy,Horror",6.7,917
tt0017133,movie,Men of Steel,Men of Steel,0,1926,\N,100,"Drama,Romance",7.6,14
tt0017159,movie,The Adventures of the Three Reporters,Miss Mend,0,1926,\N,250,"Adventure,Comedy,Crime",6.9,362
tt0017227,movie,Old Loves and New,Old Loves and New,0,1926,\N,80,"Adventure,Drama,Romance",4.8,20
tt0017229,movie,The Old Soak,The Old Soak,0,1926,\N,80,"Adventure,Comedy,Crime",6.3,16
tt0017242,movie,Padlocked,Padlocked,0,1926,\N,70,"Drama,Romance",7.2,43
tt0017244,movie,The Palm Beach Girl,The Palm Beach Girl,0,1926,\N,70,"Adventure,Comedy,Romance",6.2,22
tt0017251,movie,Paris,Paris,0,1926,\N,67,"Drama,Romance",3.3,202
tt0017259,movie,Perils of the Coast Guard,Perils of the Coast Guard,0,1926,\N,56,"Action,Adventure,Crime",6.9,26
tt0017305,movie,Raggedy Rose,Raggedy Rose,0,1926,\N,56,"Comedy,Romance",6.7,107
tt0017316,movie,Red Blood,Red Blood,0,1925,\N,57,Western,7.3,35
tt0017388,movie,The Silent Lover,The Silent Lover,0,1926,\N,70,"Adventure,Romance",5.7,20
tt0017399,movie,With Sitting Bull at the Spirit Lake Massacre,With Sitting Bull at the Spirit Lake Massacre,0,1927,\N,75,Western,5.7,39
tt0017418,movie,Sorok pervyy,Sorok pervyy,0,1927,\N,66,"Drama,War",6.9,181
tt0017438,movie,The Student of Prague,Der Student von Prag,0,1926,\N,110,"Drama,Horror",6.9,821
tt0017451,movie,Tentacles of the North,Tentacles of the North,0,1926,\N,54,"Action,Adventure",4.6,39
tt0017486,movie,Trooper 77,Trooper 77,0,1926,\N,200,"Action,Adventure",5.7,24
tt0017496,movie,Under Fire,Under Fire,0,1926,\N,50,Western,7.8,15
tt0017502,movie,The Unknown Soldier,The Unknown Soldier,0,1926,\N,71,Drama,6.6,25
tt0017515,movie,Wrath of the Seas,Die versunkene Flotte,0,1926,\N,97,Adventure,6.5,19
tt0017519,movie,The Volga Boatman,The Volga Boatman,0,1926,\N,120,"Drama,Romance",6.7,185
tt0017527,movie,War Paint,War Paint,0,1926,\N,\N,Western,5.1,18
tt0017534,movie,West Point,West Point,0,1927,\N,95,"Drama,Romance,Sport",6.6,2008
tt0017539,movie,What Happened to Jones?,What Happened to Jones?,0,1925,\N,70,"Comedy,Romance",6.6,157
tt0017667,movie,The Beloved Rogue,The Beloved Rogue,0,1927,\N,99,"Adventure,Drama,History",7.0,948
tt0017682,movie,Blazing Days,Blazing Days,0,1927,\N,50,"Drama,Western",5.0,40
tt0017688,movie,Blood Will Tell,Blood Will Tell,0,1927,\N,50,"Action,Adventure,Romance",6.6,18
tt0017728,movie,California or Bust,California or Bust,0,1927,\N,50,"Comedy,Drama",6.4,8
tt0017766,movie,The College Hero,The College Hero,0,1927,\N,54,"Comedy,Romance",5.1,35
tt0017773,movie,Confetti,Confetti,0,1928,\N,72,"Drama,Romance",4.8,9
tt0017788,movie,Cyclone of the Range,Cyclone of the Range,0,1927,\N,50,"Drama,Western",7.2,16
tt0017806,movie,The Devil Dancer,The Devil Dancer,0,1927,\N,73,"Drama,Romance",5.0,72
tt0017825,movie,Downhill,Downhill,0,1927,\N,110,"Adventure,Drama,Thriller",6.0,3267
tt0017835,movie,A Modern Du Barry,Eine Dubarry von heute,0,1926,\N,\N,Drama,4.3,26
tt0017866,movie,Fast and Furious,Fast and Furious,0,1927,\N,60,"Comedy,Sport",5.4,59
tt0017877,movie,The Fighting Eagle,The Fighting Eagle,0,1927,\N,70,"Drama,Romance",6.2,85
tt0017898,movie,For the Love of Mike,For the Love of Mike,0,1927,\N,75,"Drama,Romance",4.8,89
tt0017938,movie,The Three-Sided Mirror,La glace à trois faces,0,1927,\N,45,"Drama,Romance",6.9,995
tt0017946,movie,Good Time Charley,Good Time Charley,0,1927,\N,70,Drama,5.3,46
tt0017973,movie,The Heart of Maryland,The Heart of Maryland,0,1927,\N,60,"Action,Drama,Romance",5.8,27
tt0018013,movie,Die Hose,Die Hose,0,1927,\N,\N,Comedy,5.6,42
tt0018022,movie,If I Were Single,If I Were Single,0,1927,\N,70,"Comedy,Romance",6.3,19
tt0018097,movie,London After Midnight,London After Midnight,0,1927,\N,69,"Horror,Mystery,Thriller",6.7,1521
tt0018113,movie,The Love of Sunya,The Love of Sunya,0,1927,\N,78,Drama,6.3,848
tt0018128,movie,Madame Visits Oslo,Madame besøker Oslo,0,1927,\N,99,"Adventure,Crime,Drama",5.9,14
tt0018184,movie,My Friend from India,My Friend from India,0,1927,\N,60,Comedy,6.5,30
tt0018197,movie,El negro que tenía el alma blanca,El negro que tenía el alma blanca,0,1927,\N,88,Drama,6.8,56
tt0018217,movie,October (Ten Days that Shook the World),Oktyabr,0,1928,\N,95,"Drama,History",7.4,8736
tt0018227,movie,One Hour of Love,One Hour of Love,0,1927,\N,70,"Drama,Romance",6.0,30
tt0018268,movie,Potseluy Meri Pikford,Potseluy Meri Pikford,0,1927,\N,56,Comedy,6.4,159
tt0018269,movie,Poet i tsar,Poet i tsar,0,1927,\N,85,Drama,6.3,41
tt0018318,movie,Resurrection,Resurrection,0,1927,\N,100,"Drama,Romance",5.8,24
tt0018361,movie,Say It with Diamonds,Say It with Diamonds,0,1927,\N,70,Drama,6.0,19
tt0018375,movie,Sensation Seekers,Sensation Seekers,0,1927,\N,72,"Drama,Romance",5.8,110
tt0018386,movie,She's a Sheik,She's a Sheik,0,1927,\N,60,"Adventure,Romance",5.3,29
tt0018393,movie,Straight Shootin',Straight Shootin',0,1927,\N,50,Western,4.0,27
tt0018450,movie,Stranded,Stranded,0,1927,\N,\N,"Drama,Romance",6.8,13
tt0018480,movie,The Thirteenth Hour,The Thirteenth Hour,0,1927,\N,60,Mystery,5.3,30
tt0018489,movie,Tiptoes,Tiptoes,0,1927,\N,70,"Comedy,Romance",5.7,22
tt0018505,movie,Bed and Sofa,Tretya meshchanskaya,0,1927,\N,86,"Comedy,Drama",7.3,1391
tt0018526,movie,Underworld,Underworld,0,1927,\N,80,"Crime,Drama,Film-Noir",7.5,3677
tt0018537,movie,Vester Vov-Vov,Vester Vov-Vov,0,1927,\N,139,Comedy,6.6,36
tt0018552,movie,Die Weber,Die Weber,0,1927,\N,93,Drama,7.2,96
tt0018575,movie,Wild Beauty,Wild Beauty,0,1927,\N,65,"Drama,Western",5.9,15
tt0018592,movie,The Woman from Moscow,The Woman from Moscow,0,1928,\N,77,"Drama,Romance",6.0,19
tt0018594,movie,Women's Wares,Women's Wares,0,1927,\N,60,"Drama,Romance",6.5,14
tt0018611,movie,13 Washington Square,13 Washington Square,0,1928,\N,66,"Comedy,Crime,Romance",6.1,80
tt0018624,movie,The Adventurer,The Adventurer,0,1927,\N,50,"Action,Adventure,Romance",4.9,32
tt0018662,movie,Avalanche,Avalanche,0,1928,\N,60,"Action,Drama,Romance",5.6,17
tt0018671,movie,Balaclava,Balaclava,0,1928,\N,72,"Drama,History,War",5.2,23
tt0018716,movie,The Boss of Rustler's Roost,The Boss of Rustler's Roost,0,1928,\N,50,"Action,Adventure,Romance",5.8,22
tt0018722,movie,Bringing Up Father,Bringing Up Father,0,1928,\N,70,Comedy,5.7,164
tt0018736,movie,The Butter and Egg Man,The Butter and Egg Man,0,1928,\N,70,Comedy,4.5,15
tt0018756,movie,Champagne,Champagne,0,1928,\N,86,Comedy,5.4,2832
tt0018771,movie,The Circus Kid,The Circus Kid,0,1928,\N,68,Drama,7.6,47
tt0018772,movie,Circus Rookies,Circus Rookies,0,1928,\N,60,Comedy,3.8,20
tt0018792,movie,The Cop,The Cop,0,1928,\N,77,Drama,5.9,58
tt0018796,movie,The Count of Ten,The Count of Ten,0,1928,\N,60,Drama,6.8,24
tt0018804,movie,The Crimson City,The Crimson City,0,1928,\N,59,"Action,Drama,Romance",6.5,34
tt0018816,movie,Dawn,Dawn,0,1928,\N,80,"Drama,War",6.6,47
tt0018818,movie,Dead Man's Curve,Dead Man's Curve,0,1928,\N,60,"Action,Drama",5.8,35
tt0018844,movie,Don Diego i Pelageya,Don Diego i Pelageya,0,1928,\N,58,"Comedy,Drama",6.8,85
tt0018849,movie,The Dragnet,The Dragnet,0,1928,\N,80,"Crime,Drama",5.2,28
tt0018854,movie,Drums of Love,The Drums of Love,0,1928,\N,100,"Drama,Romance",5.6,106
tt0018867,movie,Escape from Hong Kong,Escape from Hong Kong,0,1942,\N,60,"Adventure,Mystery,War",5.6,46
tt0018882,movie,Feel My Pulse,Feel My Pulse,0,1928,\N,63,"Comedy,Crime,Romance",6.9,252
tt0018927,movie,The Garden of Eden,The Garden of Eden,0,1928,\N,79,"Comedy,Drama",6.7,522
tt0018963,movie,Guardians of the Wild,Guardians of the Wild,0,1928,\N,50,"Drama,Western",5.3,16
tt0018968,movie,"Gustaf Wasa, Part Two",Gustaf Wasa del II,0,1928,\N,111,\N,4.5,14
tt0019021,movie,Horseman of the Plains,Horseman of the Plains,0,1928,\N,50,"Drama,Western",4.8,13
tt0019028,movie,How to Handle Women,How to Handle Women,0,1928,\N,60,Comedy,3.8,15
tt0019035,movie,Interference,Interference,0,1928,\N,83,"Crime,Drama,Thriller",6.2,162
tt0019056,movie,Kit Carson,Kit Carson,0,1928,\N,84,Western,6.1,19
tt0019064,movie,Ladies' Night in a Turkish Bath,Ladies' Night in a Turkish Bath,0,1928,\N,70,Comedy,6.8,41
tt0019071,movie,The Last Command,The Last Command,0,1928,\N,88,"Drama,Romance,War",7.9,4789
tt0019100,movie,The Lion and the Mouse,The Lion and the Mouse,0,1928,\N,60,Drama,5.8,14
